Marque,Model,Année,Code Postal,Carburant,Emission Co2,Transmission,nbPortes,nbPlace,Kilométrage,Prix
SEAT IBIZA 5,V (2) 1.0 ECOTSI 95 S/S URBAN,2023,54,Essence,110-130,Manuelle,5,5,7 503 ,20 210 
RENAULT CLIO 4,IV (2) 0.9 TCE 90 ZEN,2016,72,Essence,110-130,Manuelle,5,5,79 618 ,18 880 
MAZDA 3 (4E GENERATION),IV E-SKYACTIV X M-HYBRID 186 HOMURA,2021,72,Essence,110-130,Manuelle,5,5,7 631 ,16 180 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL PACK,2019,64,Essence,110-130,Manuelle,5,5,65 119 ,18 430 
SKODA KAMIQ,1.0 TSI 110 AMBITION BV6,2020,57,Essence,110-130,Manuelle,5,5,43 250 ,22 370 
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE PACK,2022,92,Essence,110-130,Manuelle,5,5,75 437 ,16 920 
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,2021,30,Essence,110-130,Manuelle,5,5,83 196 ,19 080 
FORD FIESTA 6,VI 1.1 75 COOL & CONNECT 5P,2019,95,Essence,110-130,Manuelle,5,5,18 761 ,25 850 
RENAULT CAPTUR,0.9 TCE 90 ENERGY BUSINESS,2017,14,Essence,110-130,Manuelle,5,5,17 097 ,19 130 
VOLKSWAGEN T-ROC,1.0 TSI 115 LOUNGE,2020,31,Essence,110-130,Manuelle,5,5,42 294 ,21 280 
SKODA KAMIQ,1.0 TSI 95 AMBITION,2020,6,Essence,110-130,Manuelle,5,5,29 835 ,29 230 
BMW SERIE 1 F20 5 PORTES,(F20) (2) 116I M SPORT,2017,42,Essence,110-130,Manuelle,5,5,40 245 ,24 380 
VOLKSWAGEN POLO 6,VI 1.0 TSI 95 ACTIVE,2022,44,Essence,110-130,Manuelle,5,5,57 050 ,24 790 
PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 S&S ALLURE,2020,31,Essence,110-130,Manuelle,5,5,13 084 ,30 660 
FORD FIESTA 6,VI 1.0 ECOBOOST 95 S&S ST-LINE 5P,2022,91,Essence,110-130,Manuelle,5,5,100 122 ,18 850 
CITROEN C3 AIRCROSS,1.2 PURETECH 130 S&S RIP CURL BV6,2018,93,Essence,110-130,Manuelle,5,5,32 014 ,16 820 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL PACK,2021,91,Essence,110-130,Manuelle,5,5,37 712 ,18 130 
FORD FOCUS 4,IV 1.0 ECOBOOST 125 S&S ST LINE,2019,2,Essence,110-130,Manuelle,5,5,5 040 ,27 970 
SEAT ARONA,1.0 ECOTSI 95 S/S URBAN,2019,59,Essence,110-130,Manuelle,5,5,108 380 ,12 580 
CITROEN C4 (2E GENERATION),II (2) 1.2 PURETECH 110 MILLENIUM,2017,21,Essence,110-130,Manuelle,5,5,33 558 ,16 360 
SKODA KAMIQ,1.0 TSI 110 AMBITION BV6,2022,63,Essence,110-130,Manuelle,5,5,12 ,22 190 
NISSAN PULSAR,1.2 DIG-T 115 N-CONNECTA,2017,95,Essence,110-130,Manuelle,5,5,53 282 ,18 220 
CITROEN C3 AIRCROSS,1.2 PURETECH 110 S&S SHINE,2019,34,Essence,110-130,Manuelle,5,5,57 001 ,22 250 
FORD FIESTA 6,VI 1.0 ECOBOOST 95 CONNECT BUSINESS 5P,2019,34,Essence,110-130,Manuelle,5,5,18 997 ,26 600 
PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 100 S&S 5CV ACTIVE,2020,69,Essence,110-130,Manuelle,5,5,13 ,24 450 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S 6CV SHINE BV6,2019,34,Essence,110-130,Manuelle,5,5,138 603 ,15 100 
VOLKSWAGEN POLO 6,VI 1.0 TSI 95 ACTIVE,2020,5,Essence,110-130,Manuelle,5,5,120 760 ,19 530 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S 6CV SHINE BV6,2020,13,Essence,110-130,Manuelle,5,5,15 695 ,17 260 
CITROEN C4 CACTUS,(2) 1.2 PURETECH 130 S&S SHINE BV6,2017,2,Essence,110-130,Manuelle,5,5,19 786 ,24 820 
MINI MINI 3 CLUBMAN,III CLUBMAN ONE 102 BV6,2017,29,Essence,110-130,Manuelle,5,5,4 921 ,23 970 
CITROEN C3 AIRCROSS,1.2 PURETECH 110 S&S FEEL,2017,56,Essence,110-130,Manuelle,5,5,13 ,25 480 
VOLKSWAGEN POLO 6,VI 1.0 TSI 110 R-LINE,2022,35,Essence,110-130,Manuelle,5,5,83 999 ,26 850 
VOLKSWAGEN T-CROSS,1.0 TSI 95 ACTIVE,2022,57,Essence,110-130,Manuelle,5,5,19 203 ,19 860 
PEUGEOT 2008,(2) 1.2 PURETECH 130 S&S GT LINE,2017,14,Essence,110-130,Manuelle,5,5,26 640 ,23 990 
RENAULT CLIO 5,V 1.0 TCE 90 ZEN,2020,78,Essence,110-130,Manuelle,5,5,88 636 ,11 490 
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ACTIVE BUSINESS,2019,47,Essence,110-130,Manuelle,5,5,28 512 ,16 789 
RENAULT CAPTUR,(2) 1.2 TCE 120 ENERGY INTENS,2017,80,Essence,110-130,Manuelle,5,5,58 638 ,16 990 
RENAULT MEGANE 4 ESTATE,IV ESTATE 1.3 TCE 160 FAP INTENS,2018,93,Essence,110-130,Manuelle,5,5,95 352 ,15 990 
VOLKSWAGEN T-CROSS,1.0 TSI 95 ACTIVE,2022,57,Essence,110-130,Manuelle,5,5,58 459 ,19 900 
FORD KA+,1.2 TI-VCT 85 ULTIMATE 5P,2017,93,Essence,110-130,Manuelle,5,5,10 660 ,20 990 
MINI MINI 3 5P,III 1.5 COOPER 136 EDITION HEDDON STREET,2017,69,Essence,110-130,Manuelle,5,5,14 938 ,16 989 
NISSAN MICRA 5,V IG-T 92 N-SPORT,2021,79,Essence,110-130,Manuelle,5,5,90 800 ,18 990 
RENAULT CLIO 4 ESTATE,IV (2) ESTATE 0.9 TCE 90 BUSINESS,2018,72,Essence,110-130,Manuelle,5,5,66 381 ,16 490 
FORD PUMA 2,II 1.0 ECOBOOST 125 MHEV S&S TITANIUM BVM6,2019,91,Essence,110-130,Manuelle,5,5,22 747 ,19 990 
OPEL CORSA 5,V 1.4 90 ENJOY 5P,2018,71,Essence,110-130,Manuelle,5,5,64 664 ,16 990 
MITSUBISHI SPACE STAR 2,II (2) 1.0 MIVEC 71,2021,33,Essence,110-130,Manuelle,5,5,15 897 ,18 490 
CITROEN C4 SPACETOURER,1.2 PURETECH 130 S&S SHINE BV6,2019,59,Essence,110-130,Manuelle,5,5,23 576 ,14 980 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S FEEL PACK BV6,2020,21,Essence,110-130,Manuelle,5,5,96 640 ,24 490 
VOLKSWAGEN T-ROC,1.0 TSI 115 LOUNGE,2017,14,Essence,110-130,Manuelle,5,5,18 000 ,20 990 
PEUGEOT 2008,1.2 PURETECH 82 STYLE,2016,40,Essence,110-130,Manuelle,5,5,49 012 ,19 690 
SUZUKI VITARA 4,IV (2) 1.4 BOOSTERJET HYBRID STYLE,2023,98,Essence,110-130,Manuelle,5,5,96 624 ,13 990 
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE PACK,2020,76,Essence,110-130,Manuelle,5,5,41 252 ,12 900 
RENAULT KADJAR,1.2 TCE 130 ENERGY BUSINESS,2019,24,Essence,110-130,Manuelle,5,5,37 574 ,15 290 
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,2020,27,Essence,110-130,Manuelle,5,5,19 473 ,28 999 
DACIA SANDERO 3 STEPWAY,STEPWAY 1.0 TCE 90 CONFORT,2020,10,Essence,110-130,Manuelle,5,5,113 810 ,11 490 
CITROEN C4 CACTUS,(2) 1.2 PURETECH 110 S&S SHINE BV6,2021,21,Essence,110-130,Manuelle,5,5,39 033 ,18 280 
MAZDA 2 (3E GENERATION),III 1.5 SKYACTIV-G M HYBRID 90 100EME ANNIVERSAIRE,2023,72,Essence,110-130,Manuelle,5,5,8 252 ,17 990 
PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 GT LINE,2017,93,Essence,110-130,Manuelle,5,5,33 992 ,23 450 
KIA CEED 3,III 1.0 T-GDI 120 ISG ACTIVE,2020,93,Essence,110-130,Manuelle,5,5,138 000 ,8 900 
VOLKSWAGEN T-ROC,1.5 TSI 150 EVO R-LINE,2020,76,Essence,110-130,Manuelle,5,5,10 255 ,20 380 
FORD FIESTA 6,VI 1.1 85 5CV TREND 5P,2018,95,Essence,110-130,Manuelle,5,5,10 ,21 500 
VOLKSWAGEN POLO 6,VI 1.0 TSI 95 ACTIVE,2022,95,Essence,110-130,Manuelle,5,5,13 613 ,18 599 
SEAT LEON 4,IV 1.0 TSI 110 S&S STYLE,2020,6,Essence,110-130,Manuelle,5,5,6 ,24 490 
RENAULT MEGANE 4,IV 1.2 TCE 100 ENERGY BUSINESS,2018,31,Essence,110-130,Manuelle,5,5,55 901 ,18 989 
FORD ECOSPORT,1.0 ECOBOOST 125 TITANIUM,2016,93,Essence,110-130,Manuelle,5,5,28 479 ,16 999 
VOLKSWAGEN GOLF 6,VI 1.2 TSI 85 MATCH 5P,2013,63,Essence,110-130,Manuelle,5,5,62 672 ,17 290 
SEAT ARONA,1.0 ECOTSI 95 S/S URBAN,2022,80,Essence,110-130,Manuelle,5,5,88 176 ,17 590 
RENAULT CLIO 5,V 1.0 TCE 90 INTENS 21N,2022,10,Essence,110-130,Manuelle,5,5,46 036 ,16 690 
SEAT ARONA,1.0 ECOTSI 95 S/S URBAN,2022,44,Essence,110-130,Manuelle,5,5,37 560 ,16 990 
FORD FIESTA 6,VI 1.1 75 COOL & CONNECT 5P,2022,95,Essence,110-130,Manuelle,5,5,99 655 ,9 590 
SEAT IBIZA 5,V (2) 1.0 ECOTSI 110 FR,2020,6,Essence,110-130,Manuelle,5,5,27 600 ,16 900 
VOLKSWAGEN POLO 6,VI 1.0 80 LOUNGE,2019,54,Essence,110-130,Manuelle,5,5,56 095 ,17 990 
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S STYLE,2022,70,Essence,110-130,Manuelle,5,5,17 197 ,18 590 
MINI MINI 3 3P,III 1.5 COOPER 136 EDITION HEDDON STREET,2019,77,Essence,110-130,Manuelle,5,5,28 593 ,23 990 
AUDI A3 (4E GENERATION) SPORTBACK,IV SPORTBACK 30 TFSI 110 6CV DESIGN,2020,44,Essence,110-130,Manuelle,5,5,86 748 ,26 990 
MINI MINI 3 5P,III 1.2 ONE 102 FINITION CHILI 5P,2019,91,Essence,110-130,Manuelle,5,5,28 379 ,20 999 
PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S ALLURE PACK,2021,93,Essence,110-130,Manuelle,5,5,35 740 ,17 990 
VOLKSWAGEN POLO 6,VI 1.0 TSI 95 LOUNGE,2022,29,Essence,110-130,Manuelle,5,5,88 275 ,12 900 
RENAULT CLIO 5,V 1.3 TCE 140 RS LINE 21N,2023,79,Essence,110-130,Manuelle,5,5,53 665 ,18 490 
OPEL CORSA 6,VI 1.2 TURBO 100 EDITION 5P,2020,38,Essence,110-130,Manuelle,5,5,10 080 ,19 990 
BMW SERIE 1 F20 5 PORTES,(F20) (2) 116I M SPORT,2017,76,Essence,110-130,Manuelle,5,5,64 131 ,28 490 
SEAT IBIZA 5,V (2) 1.0 ECOTSI 110 FR XCLUSIVE,2020,92,Essence,110-130,Manuelle,5,5,8 100 ,27 390 
VOLKSWAGEN POLO 5,V 1.2 60 MATCH 5P,2011,1,Essence,110-130,Manuelle,5,5,97 700 ,25 950 
RENAULT CLIO 5,V 1.0 TCE 100 INTENS,2021,60,Essence,110-130,Manuelle,5,5,7 732 ,25 499 
SKODA FABIA 4,IV 1.0 TSI 95 STYLE,2020,60,Essence,110-130,Manuelle,5,5,23 411 ,14 790 
FORD FOCUS 4,IV 1.0 ECOBOOST 125 S&S ST LINE,2019,34,Essence,110-130,Manuelle,5,5,28 705 ,16 590 
DACIA LODGY STEPWAY,STEPWAY 1.2 TCE 115 5PL E6,2017,93,Essence,110-130,Manuelle,5,5,10 ,20 480 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE,2019,34,Essence,110-130,Manuelle,5,5,21 329 ,21 990 
RENAULT KADJAR,1.2 TCE 130 ENERGY GRAPHITE,2019,70,Essence,110-130,Manuelle,5,5,1 200 ,23 680 
TOYOTA YARIS 4,IV 1.0 70 VVT-I DESIGN,2020,27,Essence,110-130,Manuelle,5,5,101 581 ,18 990 
DACIA SANDERO 2 STEPWAY,II STEPWAY 0.9 TCE 90 AMBIANCE,2014,78,Essence,110-130,Manuelle,5,5,21 451 ,17 500 
SEAT ARONA,1.0 ECOTSI 95 S/S URBAN,2019,35,Essence,110-130,Manuelle,5,5,11 800 ,17 980 
BMW SERIE 1 F20 5 PORTES,(F20) (2) 116I M SPORT,2019,76,Essence,110-130,Manuelle,5,5,23 190 ,29 900 
SEAT IBIZA 5,V (2) 1.0 MPI 80 S/S URBAN,2023,35,Essence,110-130,Manuelle,5,5,24 000 ,15 900 
TOYOTA YARIS 4,IV 70 VVT-I FRANCE BUSINESS,2022,78,Essence,110-130,Manuelle,5,5,18 906 ,19 990 
FIAT TIPO 2 SW,II (2) SW 1.0 FIREFLY TURBO 100 S/S LIFE PLUS,2022,93,Essence,110-130,Manuelle,5,5,14 140 ,19 690 
FORD KA+,1.2 TI-VCT 85 ULTIMATE 5P,2017,14,Essence,110-130,Manuelle,5,5,61 000 ,16 990 
NISSAN MICRA 5,V 1.0 IG-T 92 ACENTA,2022,71,Essence,110-130,Manuelle,5,5,54 219 ,21 890 
SEAT ARONA,1.0 ECOTSI 95 S/S URBAN,2019,75,Essence,110-130,Manuelle,5,5,28 000 ,18 590 
VOLKSWAGEN POLO 6,VI 1.0 TSI 95 ACTIVE,2020,80,Essence,110-130,Manuelle,5,5,46 301 ,23 966 
RENAULT MEGANE 4,IV 1.2 TCE 100 ENERGY BUSINESS,2017,1,Essence,110-130,Manuelle,5,5,82 550 ,11 990 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S 6CV SHINE BV6,2020,25,Essence,110-130,Manuelle,5,5,14 500 ,14 490 
CITROEN C4 (3E GENERATION),III 1.2 PURETECH 130 S&S FEEL PACK BV6,2022,71,Essence,110-130,Manuelle,5,5,31 750 ,17 990 
NISSAN MICRA 4,IV 1.2 80 VISIA,2011,95,Essence,110-130,Manuelle,5,5,83 850 ,21 850 
RENAULT MEGANE 4,IV 1.2 TCE 130 ENERGY INTENS,2018,93,Essence,110-130,Manuelle,5,5,60 725 ,26 190 
DACIA SANDERO 2,II (2) 1.0 SCE 75 ESSENTIEL,2020,72,Essence,110-130,Manuelle,5,5,115 150 ,9 499 
RENAULT CLIO 5,V 1.0 TCE 100 INTENS,2021,89,Essence,110-130,Manuelle,5,5,22 762 ,19 090 
RENAULT KADJAR,1.2 TCE 130 ENERGY INTENS,2018,93,Essence,110-130,Manuelle,5,5,140 000 ,9 990 
VOLKSWAGEN GOLF 8,VIII 1.0 TSI OPF 110 LIFE BV6,2020,95,Essence,110-130,Manuelle,5,5,125 746 ,8 990 
BMW X1 F48,(F48) SDRIVE18I XLINE,2016,93,Essence,110-130,Manuelle,5,5,9 800 ,29 990 
DACIA SANDERO 2 STEPWAY,II (2) STEPWAY 0.9 TCE 90 E6C,2018,93,Essence,110-130,Manuelle,5,5,6 000 ,29 480 
VOLKSWAGEN GOLF 8,VIII 1.5 TSI ACT 130 OPF STYLE BV6,2020,93,Essence,110-130,Manuelle,5,5,28 310 ,19 499 
RENAULT CLIO 5,V 1.3 TCE 140 RS LINE,2023,79,Essence,110-130,Manuelle,5,5,3 000 ,30 920 
RENAULT CLIO 5,V 1.0 TCE 90 SL LIMITED,2022,29,Essence,110-130,Manuelle,5,5,88 700 ,10 950 
KIA STONIC,1.0 T-GDI 100 DESIGN BUSINESS,2017,91,Essence,110-130,Manuelle,5,5,63 258 ,18 990 
SUZUKI SWIFT 4 SPORT,IV 1.4 BOOSTERJET 140 SPORT,2020,72,Essence,110-130,Manuelle,5,5,22 193 ,20 900 
SEAT ARONA,1.0 ECOTSI 95 S/S URBAN,2020,44,Essence,110-130,Manuelle,5,5,88 828 ,11 675 
PEUGEOT 308 (2E GENERATION),II (2) 1.2 PURETECH 130 S&S 7CV ALLURE EURO6,2022,62,Essence,110-130,Manuelle,5,5,12 196 ,17 450 
RENAULT KADJAR,1.2 TCE 130 ENERGY BUSINESS,2015,60,Essence,110-130,Manuelle,5,5,59 765 ,24 990 
RENAULT CAPTUR,(2) 0.9 TCE 90 INTENS,2020,5,Essence,110-130,Manuelle,5,5,99 327 ,15 974 
PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S ALLURE PACK,2022,78,Essence,110-130,Manuelle,5,5,11 809 ,20 490 
VOLKSWAGEN GOLF SPORTSVAN,(2) 1.0 TSI 110 BLUEMOTION TECHNOLOGY CONNECT BV6,2017,16,Essence,110-130,Manuelle,5,5,89 663 ,21 290 
RENAULT CLIO 5,V 1.0 SCE 75 ZEN,2018,34,Essence,110-130,Manuelle,5,5,11 402 ,15 990 
DACIA SANDERO 3 STEPWAY,STEPWAY 1.0 TCE 90 CONFORT,2022,89,Essence,110-130,Manuelle,5,5,59 850 ,19 490 
PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 S&S GT LINE,2018,93,Essence,110-130,Manuelle,5,5,10 ,22 589 
SEAT ARONA,1.0 ECOTSI 110 S&S FR BV6,2022,60,Essence,110-130,Manuelle,5,5,35 279 ,23 990 
PEUGEOT 308 (2E GENERATION),II (2) 1.2 PURETECH 130 S&S GT PACK,2022,31,Essence,110-130,Manuelle,5,5,30 882 ,26 987 
RENAULT CLIO 5,V 1.0 TCE 90 INTENS,2022,89,Essence,110-130,Manuelle,5,5,48 927 ,29 990 
SEAT ARONA,1.5 TSI 150 ACT S/S FR BV6,2022,6,Essence,110-130,Manuelle,5,5,13 004 ,15 990 
SEAT IBIZA 5,V (2) 1.0 ECOTSI 95 S/S XCELLENCE,2020,80,Essence,110-130,Manuelle,5,5,38 447 ,14 960 
SEAT IBIZA 5,V (2) 1.0 ECOTSI 110 FR,2022,6,Essence,110-130,Manuelle,5,5,74 148 ,28 290 
OPEL CORSA 5,V 1.4 90 EDITION 5P,2019,91,Essence,110-130,Manuelle,5,5,92 474 ,15 100 
VOLKSWAGEN POLO 6,VI 1.0 TSI 95,2020,57,Essence,110-130,Manuelle,5,5,114 735 ,16 000 
FORD FIESTA 6 ACTIVE,VI 1.0 ECOBOOST 95 ACTIVE,2021,91,Essence,110-130,Manuelle,5,5,20 338 ,21 250 
PEUGEOT 2008,(2) 1.2 PURETECH 130 S&S CROSSWAY E6,2018,34,Essence,110-130,Manuelle,5,5,68 397 ,24 340 
VOLKSWAGEN T-ROC,1.0 TSI 115 LOUNGE,2020,65,Essence,110-130,Manuelle,5,5,39 060 ,26 020 
SKODA OCTAVIA 4,IV 1.5 TSI 150 BUSINESS BV6,2022,63,Essence,110-130,Manuelle,5,5,113 983 ,35 680 
SEAT LEON 3,III (2) 1.0 TSI 115 START/STOP STYLE,2019,16,Essence,110-130,Manuelle,5,5,44 329 ,20 890 
NISSAN MICRA 5,V 1.0 IG-T 100 MADE IN FRANCE,2019,38,Essence,110-130,Manuelle,5,5,44 945 ,27 830 
AUDI Q2,1.0 TFSI 116 SPORT,2017,31,Essence,110-130,Manuelle,5,5,45 228 ,21 370 
SEAT IBIZA 5,V (2) 1.0 ECOTSI 95 S/S STYLE BUSINESS,2022,54,Essence,110-130,Manuelle,5,5,107 431 ,20 650 
SEAT IBIZA 5,V (2) 1.0 ECOTSI 95 S/S URBAN,2022,75,Essence,110-130,Manuelle,5,5,33 757 ,20 650 
VOLKSWAGEN GOLF 8,VIII 1.5 TSI ACT 130 OPF STYLE BV6,2020,35,Essence,110-130,Manuelle,5,5,78 593 ,20 110 
RENAULT CLIO 5,V 1.0 TCE 90 INITIALE PARIS,2020,10,Essence,110-130,Manuelle,5,5,27 703 ,22 780 
RENAULT CLIO 5,V 1.0 TCE 90 INITIALE PARIS,2020,10,Essence,110-130,Manuelle,5,5,55 680 ,24 340 
FORD FOCUS 4,IV 1.0 ECOBOOST 125 S&S ST LINE,2020,21,Essence,110-130,Manuelle,5,5,86 915 ,23 070 
CITROEN C4 (3E GENERATION),III 1.2 PURETECH 130 S&S FEEL PACK BV6,2020,84,Essence,110-130,Manuelle,5,5,157 437 ,9 700 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE,2022,13,Essence,110-130,Manuelle,5,5,40 521 ,15 380 
TOYOTA YARIS 3,III 69 VVT-I DYNAMIC 5P,2015,31,Essence,110-130,Manuelle,5,5,12 200 ,30 430 
FORD FIESTA 6,VI 1.1 75 CONNECT BUSINESS 5P,2021,78,Essence,110-130,Manuelle,5,5,47 296 ,16 780 
PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 S&S ALLURE E6,2017,34,Essence,110-130,Manuelle,5,5,15 444 ,31 180 
CITROEN C4 CACTUS,(2) 1.2 PURETECH 110 S&S FEEL BUSINESS BV6,2021,91,Essence,110-130,Manuelle,5,5,105 412 ,6 130 
FORD FIESTA 6,VI 1.1 85 COOL & CONNECT 5P,2018,78,Essence,110-130,Manuelle,5,5,6 000 ,29 280 
BMW X2 F39,(F39) SDRIVE18I PREMIERE,2017,74,Essence,110-130,Manuelle,5,5,21 090 ,28 380 
AUDI A3 (3E GENERATION) SPORTBACK,III (2) SPORTBACK 30 TFSI 115 S LINE,2019,76,Essence,110-130,Manuelle,5,5,11 ,24 390 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE PACK,2022,91,Essence,110-130,Manuelle,5,5,72 853 ,23 230 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL PACK,2022,77,Essence,110-130,Manuelle,5,5,9 477 ,20 500 
VOLKSWAGEN T-ROC,1.5 TSI 150 EVO CARAT,2019,39,Essence,110-130,Manuelle,5,5,217 929 ,11 380 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S C-SERIES BV6,2022,31,Essence,110-130,Manuelle,5,5,82 415 ,25 420 
FORD ECOSPORT,(2) 1.0 ECOBOOST 125 TITANIUM,2019,10,Essence,110-130,Manuelle,5,5,59 775 ,14 280 
OPEL CORSA 6,VI 1.2 75 EDITION 5P,2022,27,Essence,110-130,Manuelle,5,5,86 196 ,15 100 
OPEL CORSA 6,VI 1.2 TURBO 100 GS LINE 5P,2019,71,Essence,110-130,Manuelle,5,5,80 158 ,17 340 
BMW SERIE 1 F20 5 PORTES,(F20) (2) 116I SPORT 5P,2016,74,Essence,110-130,Manuelle,5,5,30 039 ,35 220 
FORD FOCUS 4,IV 1.0 ECOBOOST 125 S&S TITANIUM 5P,2021,91,Essence,110-130,Manuelle,5,5,8 775 ,30 400 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S 6CV SHINE BV6,2020,27,Essence,110-130,Manuelle,5,5,122 ,34 030 
RENAULT CLIO 4,IV 0.9 TCE 90 LIMITED ECO2,2015,78,Essence,110-130,Manuelle,5,5,33 600 ,22 740 
AUDI A1 (2E GENERATION) SPORTBACK,II 1.0 TFSI 95 DESIGN,2019,31,Essence,110-130,Manuelle,5,5,35 595 ,19 980 
SEAT ARONA,1.0 ECOTSI 95 S/S URBAN,2020,59,Essence,110-130,Manuelle,5,5,108 894 ,19 660 
AUDI A1 (2E GENERATION) SPORTBACK,II 1.0 TFSI 95 DESIGN,2020,6,Essence,110-130,Manuelle,5,5,6 ,25 830 
SEAT LEON 3,III 1.4 TSI 125 S&S PREMIUM,2017,13,Essence,110-130,Manuelle,5,5,21 284 ,21 760 
TOYOTA YARIS 4,IV 70 VVT-I FRANCE,2020,45,Essence,110-130,Manuelle,5,5,60 ,36 440 
RENAULT MEGANE 4,IV 1.3 TCE 140 FAP SL LIMITED,2018,35,Essence,110-130,Manuelle,5,5,42 885 ,33 620 
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,2022,27,Essence,110-130,Manuelle,5,5,144 169 ,9 450 
VOLKSWAGEN GOLF 7,VII 1.2 TSI 105 BLUEMOTION TECHNOLOGY CONFORTLINE 5P,2013,93,Essence,110-130,Manuelle,5,5,22 852 ,17 380 
OPEL CORSA 6,VI 1.2 75 CORSA 5P,2020,80,Essence,110-130,Manuelle,5,5,36 097 ,19 780 
RENAULT CLIO 5,V 1.0 TCE 90 ZEN,2022,42,Essence,110-130,Manuelle,5,5,35 667 ,24 730 
VOLKSWAGEN POLO 6,VI 1.0 TSI 95 ACTIVE,2020,62,Essence,110-130,Manuelle,5,5,32 320 ,17 630 
KIA CEED 3,III 1.5 T-GDI 160 ISG ACTIVE,2022,29,Essence,110-130,Manuelle,5,5,12 123 ,18 710 
SKODA KAMIQ,1.0 TSI 95 BUSINESS,2023,59,Essence,110-130,Manuelle,5,5,6 282 ,22 200 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE BUSINESS,2021,31,Essence,110-130,Manuelle,5,5,157 260 ,7 020 
PEUGEOT 2008,(2) 1.2 PURETECH 82 S&S ALLURE,2017,93,Essence,110-130,Manuelle,5,5,63 051 ,32 760 
CITROEN C4 SPACETOURER,1.2 PURETECH 130 S&S FEEL BV6,2016,78,Essence,110-130,Manuelle,5,5,46 905 ,20 810 
HYUNDAI KONA,1.0 T-GDI 120 INTUITIVE 2017,2019,93,Essence,110-130,Manuelle,5,5,51 192 ,20 860 
FORD ECOSPORT,(2) 1.0 ECOBOOST 125 6CV ST LINE,2019,91,Essence,110-130,Manuelle,5,5,16 056 ,22 940 
SKODA FABIA 3,III 1.0 MPI 60 CLEVER,2020,6,Essence,110-130,Manuelle,5,5,87 964 ,17 100 
VOLKSWAGEN T-ROC,1.0 TSI 115 LOUNGE,2021,44,Essence,110-130,Manuelle,5,5,15 180 ,15 910 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE,2019,79,Essence,110-130,Manuelle,5,5,571 ,34 020 
RENAULT MEGANE 4,IV 1.3 TCE 140 FAP INTENS,2017,93,Essence,110-130,Manuelle,5,5,105 ,23 080 
FORD KA+,(2) 1.2 TI-VCT 85 BLACK EDITION,2018,95,Essence,110-130,Manuelle,5,5,109 039 ,15 340 
VOLKSWAGEN T-ROC,1.0 TSI 115 LOUNGE,2020,81,Essence,110-130,Manuelle,5,5,80 442 ,23 770 
SKODA FABIA 3,III (2) 1.0 TSI 95 MONTE CARLO,2022,6,Essence,110-130,Manuelle,5,5,159 500 ,9 330 
OPEL MOKKA 2,II 1.2 TURBO 100 EDITION,2022,44,Essence,110-130,Manuelle,5,5,60 756 ,18 060 
OPEL GRANDLAND X,1.2 TURBO 130 EDITION BUSINESS,2020,35,Essence,110-130,Manuelle,5,5,23 774 ,27 940 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S C-SERIES,2021,10,Essence,110-130,Manuelle,5,5,69 057 ,27 000 
PEUGEOT 2008,(2) 1.2 PURETECH 130 S&S ALLURE E6,2020,15,Essence,110-130,Manuelle,5,5,37 508 ,16 980 
SUZUKI SWIFT 3,III 1.2 VVT GLX 4X4 5P,2010,25,Essence,110-130,Manuelle,5,5,10 115 ,21 340 
